Path;SBE_version;Start_Time;System_Upload_Date;Date_from_the_Name_File;Latitude;Row_Latitude;Longitude;Row_Longitude;Station;Station_From_Name;Max_Depth;Surface_temperature;Max_difference_Tmd_Temperature;Unit_Temperature;Count_True;Count_Total;Dive_Begin_Index;Dive_End_Index;Error
CTD_Data\2024\winter\sbe25\cnvdata\3kTa0303.cnv;SBE25;03.03.2024 12:52;03.03.2024 15:50;03.03.2024;None;None;None;None;3 km Tanhoy;3kTa;668.931;0.0236;3.940173528;t090C: Temperature [ITS-90, deg C];309;1074;9;1082;not error
CTD_Data\2024\winter\sbe25\cnvdata\5kBKot0301.cnv;SBE25;01.03.2024 17:27;01.03.2024 18:13;01.03.2024;None;None;None;None;5 km BKoty;5kBKot;1406.561;0.2766;3.688894138;t090C: Temperature [ITS-90, deg C];353;2375;10;2384;not error
CTD_Data\2024\winter\sbe25\cnvdata\5kLi0305.cnv;SBE25;05.03.2024 16:43;05.03.2024 17:35;05.03.2024;None;None;None;None;5 km Listvyanka;5kLi;1405.392;0.2823;3.683194138;t090C: Temperature [ITS-90, deg C];459;2340;7;2346;not error
CTD_Data\2024\winter\sbe25\cnvdata\7kBKot0301.cnv;SBE25;01.03.2024 15:44;01.03.2024 16:37;01.03.2024;None;None;None;None;7 km BKoty (300m SW from BS2023);7kBKot;1419.708;0.1109;3.853446424;t090C: Temperature [ITS-90, deg C];529;2920;8;2927;not error
CTD_Data\2024\winter\sbe25\cnvdata\7kKa0307.cnv;SBE25;07.03.2024 15:04;07.03.2024 15:55;07.03.2024;None;None;None;None;7 km Kadilniy;7kKa;1412.696;0.1007;3.863646424;t090C: Temperature [ITS-90, deg C];321;2830;2;2831;not error
CTD_Data\2024\winter\sbe25\cnvdata\7kLi0305.cnv;SBE25;05.03.2024 14:59;05.03.2024 15:53;05.03.2024;None;None;None;None;7 km Listvyanka;7kLi;1407.437;0.2733;3.690473528;t090C: Temperature [ITS-90, deg C];394;2240;9;2248;not error
CTD_Data\2024\winter\sbe25\cnvdata\7kMa0312.cnv;SBE25;12.03.2024 11:39;12.03.2024 12:28;12.03.2024;None;None;None;None;7 km Marituy;7kMa;1342.871;0.3326;3.630598657;t090C: Temperature [ITS-90, deg C];454;2770;10;2779;not error
CTD_Data\2024\winter\sbe25\cnvdata\7kMi0306.cnv;SBE25;06.03.2024 15:32;06.03.2024 16:20;06.03.2024;None;None;None;None;7 km Mishiha;7kMi;1400.426;0.0381;3.926946424;t090C: Temperature [ITS-90, deg C];370;2676;3;2678;not error
CTD_Data\2024\winter\sbe25\cnvdata\7kSo0312.cnv;SBE25;12.03.2024 16:17;12.03.2024 23:07;12.03.2024;None;None;None;None;7 km Solzan;7kSo;857.185;0.1352;3.830294138;t090C: Temperature [ITS-90, deg C];353;1405;8;1412;not error
CTD_Data\2024\winter\sbe25\cnvdata\8kTa0303.cnv;SBE25;03.03.2024 14:01;03.03.2024 15:52;03.03.2024;None;None;None;None;8 km Tanhoy;8kTa;1264.568;0.037;3.928494138;t090C: Temperature [ITS-90, deg C];453;3064;6;3069;not error
CTD_Data\2024\winter\sbe25\cnvdata\mKM0306.cnv;SBE25;06.03.2024 17:34;06.03.2024 21:58;06.03.2024;None;None;None;None;mp Kadilniy-Mishikha;mKM;1435.483;0.0583;3.906621269;t090C: Temperature [ITS-90, deg C];384;3021;5;3025;not error
CTD_Data\2024\winter\sbe25\cnvdata\mKultRing0311.cnv;SBE25;11.03.2024 14:25;11.03.2024 15:21;11.03.2024;None;None;None;None;mp KultukRng;mKultRing;1249.374;0.2041;3.760821269;t090C: Temperature [ITS-90, deg C];308;2267;3;2269;not error
CTD_Data\2024\winter\sbe25\cnvdata\mLTpup0305.cnv;SBE25;05.03.2024 13:08;05.03.2024 13:56;05.03.2024;None;None;None;None;mp Listvyyana-Tanhoy (pup);mLTpup;1416.494;0.2572;3.706573528;t090C: Temperature [ITS-90, deg C];353;2337;5;2341;not error
CTD_Data\2024\winter\sbe25\cnvdata\mLTpup0410buyST.cnv;SBE25;10.04.2024 15:47;11.04.2024 14:51;;None;None;None;None;mLTpup (500m to S from BuyST2024);mLTpup;1419.415;0.4305;3.535225736;t090C: Temperature [ITS-90, deg C];321;2250;2;2251;not error
CTD_Data\2024\winter\sbe25\cnvdata\mMS0312.cnv;SBE25;12.03.2024 13:26;12.03.2024 14:12;12.03.2024;None;None;None;None;mp Marituy-Solzan;mMS;1262.231;0.1033;3.859898657;t090C: Temperature [ITS-90, deg C];356;2246;15;2260;not error
CTD_Data\2024\winter\sbe25\cnvdata\NT0312.cnv;SBE25;12.03.2024 18:41;12.03.2024 23:17;12.03.2024;None;None;None;None;NT;NT;1365.66;0.1765;3.786125736;t090C: Temperature [ITS-90, deg C];354;2213;7;2219;not error
